quality,n_samples,n_pos,n_neg,accuracy,precision,recall,f1,roc_auc,pr_auc,tp,fp,tn,fn
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000560.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000568.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000571.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__fritti__000502.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__fritti__000506.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__fritti__000507.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000519.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000522.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000529.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000530.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000539.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000442.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000443.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000446.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000450.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000451.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__dessert__000468.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__dessert__000471.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__fritti__000485.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000402.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000404.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000407.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000409.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000415.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000416.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000419.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000426.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000711.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000719.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__patatine__000728.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__patatine__000737.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__patatine__000742.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000745.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000747.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000765.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000659.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000660.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000661.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000674.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000676.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000688.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000703.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000708.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000607.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000627.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000629.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000630.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000638.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000640.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000641.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000649.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__frutta_verdura__000575.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__insalata__000580.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__insalata__000581.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__insalata__000584.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__insalata__000593.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__insalata__000596.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__insalata__000597.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000605.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__sushi__000941.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__sushi__000947.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__sushi__000950.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__000964.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__000966.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__000971.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__000973.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__000974.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000890.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000897.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000898.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000900.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000903.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__sushi__000926.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__sushi__000927.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__sushi__000938.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000807.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000808.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000823.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000830.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000840.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000843.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000854.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000859.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000767.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000777.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000780.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000787.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000788.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000798.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000799.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000802.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001129.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001135.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001137.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001140.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__crudo__001152.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__crudo__001154.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__crudo__001156.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__crudo__001159.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001079.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001081.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001082.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001094.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001104.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001114.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001116.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001117.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__001014.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__altro__altro__001018.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__altro__altro__001019.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__altro__altro__001027.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__altro__altro__001030.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__burger_panino__bruciato__001054.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001056.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__bruciato__001067.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__000979.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__000988.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__000995.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__000999.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__001000.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__001003.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__001005.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__buono__zuppa__001006.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__patatine__bruciato__001355.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__patatine__bruciato__001357.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__patatine__bruciato__001359.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__patatine__bruciato__001360.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__pizza__bruciato__001387.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__pizza__bruciato__001389.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__pizza__bruciato__001397.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__pizza__bruciato__001401.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001290.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001294.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001297.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001299.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001309.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001325.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001328.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001332.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__ammuffito__001238.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__bruciato__001241.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__bruciato__001242.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001256.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001257.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001279.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001283.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001288.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__crudo__001166.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__carne__crudo__001173.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__altro__001176.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__altro__001180.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__ammuffito__001201.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__ammuffito__001213.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__ammuffito__001216.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__ammuffito__001228.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__carne__000146.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__carne__000150.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__carne__000152.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__carne__000156.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__carne__000158.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__carne__000159.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__carne__000160.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__carne__000164.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000086.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000091.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000094.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000095.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__burger_panino__000111.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds3__platsim_raw_vale_id__originali__buono__burger_panino__000114.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__burger_panino__000115.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__carne__000135.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000035.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000040.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds3__platsim_raw_vale_id__originali__buono__altro__000046.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000052.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds3__platsim_raw_vale_id__originali__buono__altro__000054.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000072.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000076.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000079.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__pizza__bruciato__001405.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__pizza__bruciato__001419.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__pizza__bruciato__001423.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__zuppa__bruciato__001425.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds2__exp_3_augmented_v6.2_noK__originali__cattivo__zuppa__bruciato__001427.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000013.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds3__platsim_raw_vale_id__originali__buono__altro__000021.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__altro__000028.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pizza__000316.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pizza__000319.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__pizza__000322.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__riso_paella__000325.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__riso_paella__000326.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
ds3__platsim_raw_vale_id__originali__buono__riso_paella__000342.jpg,1,0,1,0.0,0.0,0.0,0.0,,,0,1,0,0
ds3__platsim_raw_vale_id__originali__buono__riso_paella__000344.jpg,1,0,1,1.0,0.0,0.0,0.0,,,0,0,1,0
