path,label,source,quality,food_category,defect_type,generator
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000743.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000743.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_5__000798.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_5__000798.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__altro__000022.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__altro__000022.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000082.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000082.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000615.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000615.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__bruciato__gpt_image_1_mini__002436.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__riso_paella__bruciato__gpt_image_1_mini__002436.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000857.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000857.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000173.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000173.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pizza__bruciato__gpt_image_1_mini__002210.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pizza__bruciato__gpt_image_1_mini__002210.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001240.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001240.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000996.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000996.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds6__whatsapp_vale_id__originali__buono__burger_panino__000034.jpeg,0,originali,ds6__whatsapp_vale_id__originali__buono__burger_panino__000034.jpeg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000277.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000277.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001263.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__cattivo__frutta_verdura__marcio__001263.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__burger__panino__marcio__gpt_image_1_5__000279.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__burger__panino__marcio__gpt_image_1_5__000279.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002273.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002273.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001648.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001648.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_mini__001850.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_mini__001850.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000914.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000914.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_5__000795.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_5__000795.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__riso_paella__000341.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__riso_paella__000341.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__patatine__bruciato__gpt_image_1_5__000656.jpg,1,modificate,,ds5__raw_vale_id__modificate__patatine__bruciato__gpt_image_1_5__000656.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds6__whatsapp_vale_id__modificate__dessert__bruciato__gpt_image_1_5__000151.jpeg,1,modificate,,ds6__whatsapp_vale_id__modificate__dessert__bruciato__gpt_image_1_5__000151.jpeg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002060.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002060.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__pasta__crudo__gpt_image_1_mini__000578.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__pasta__crudo__gpt_image_1_mini__000578.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002341.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002341.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__dessert__marcio__gpt_image_1_mini__001376.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__dessert__marcio__gpt_image_1_mini__001376.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pizza__bruciato__gpt_image_1_5__002128.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pizza__bruciato__gpt_image_1_5__002128.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pizza__bruciato__gpt_image_1_mini__002197.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pizza__bruciato__gpt_image_1_mini__002197.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001087.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001087.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000381.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000381.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__dessert__000175.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__dessert__000175.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000197.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__burger_panino__000197.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000937.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000937.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__pizza__bruciato__gpt_image_1_5__000670.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__pizza__bruciato__gpt_image_1_5__000670.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_5__000345.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_5__000345.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000165.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000165.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002101.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002101.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__altro__000006.jpg,0,originali,ds5__raw_vale_id__originali__buono__altro__000006.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__carne__000157.jpg,0,originali,ds5__raw_vale_id__originali__buono__carne__000157.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001019.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001019.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001640.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001640.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__patatine__crudo__gpt_image_1_mini__000669.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__patatine__crudo__gpt_image_1_mini__000669.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000619.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__pasta__000619.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__fritti__bruciato__gpt_image_1_5__001398.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__fritti__bruciato__gpt_image_1_5__001398.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__altro__bruciato__gpt_image_1_5__000000.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__altro__bruciato__gpt_image_1_5__000000.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000268.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000268.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__insalata__000582.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__insalata__000582.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__carne__bruciato__gpt_image_1_mini__000102.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__carne__bruciato__gpt_image_1_mini__000102.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__insalata__insetti__gpt_image_1_5__001706.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__insalata__insetti__gpt_image_1_5__001706.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__fritti__bruciato__gpt_image_1_mini__000452.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__fritti__bruciato__gpt_image_1_mini__000452.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000924.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000924.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000852.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__riso_paella__000852.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000370.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000370.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001519.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001519.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001969.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001969.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000785.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__pizza__000785.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000606.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000606.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds6__whatsapp_vale_id__modificate__carne__crudo__gpt_image_1_5__000124.jpg,1,modificate,,ds6__whatsapp_vale_id__modificate__carne__crudo__gpt_image_1_5__000124.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000344.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000344.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__sushi__marcio__gpt_image_1_5__000864.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__sushi__marcio__gpt_image_1_5__000864.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000350.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000350.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002386.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002386.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__pizza__000314.jpg,0,originali,ds5__raw_vale_id__originali__buono__pizza__000314.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000466.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000466.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001233.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001233.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__pasta__bruciato__gpt_image_1_5__000498.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__pasta__bruciato__gpt_image_1_5__000498.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__pasta__marcio__gpt_image_1_5__000598.jpg,1,modificate,,ds5__raw_vale_id__modificate__pasta__marcio__gpt_image_1_5__000598.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000063.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000063.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001374.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001374.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_5__001802.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pasta__crudo__gpt_image_1_5__001802.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000637.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000637.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000166.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__altro__000166.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds3__platsim_raw_vale_id__originali__buono__dessert__000198.jpg,0,originali,ds3__platsim_raw_vale_id__originali__buono__dessert__000198.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001471.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001471.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__altro__000089.jpg,0,originali,ds5__raw_vale_id__originali__buono__altro__000089.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000739.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000739.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001717.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001717.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000213.jpg,1,modificate,,ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000213.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__pizza__bruciato__gpt_image_1_5__000321.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__pizza__bruciato__gpt_image_1_5__000321.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002055.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002055.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__burger__panino__crudo__gpt_image_1_5__000254.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__burger__panino__crudo__gpt_image_1_5__000254.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001376.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001376.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds6__whatsapp_vale_id__modificate__fritti__crudo__gpt_image_1_5__000203.jpeg,1,modificate,,ds6__whatsapp_vale_id__modificate__fritti__crudo__gpt_image_1_5__000203.jpeg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000283.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000283.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000580.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000580.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__zuppa__marcio__gpt_image_1_mini__000894.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__zuppa__marcio__gpt_image_1_mini__000894.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__pizza__crudo__gpt_image_1_mini__002282.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__pizza__crudo__gpt_image_1_mini__002282.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000112.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000112.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001701.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001701.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000048.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000048.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__carne__marcio__gpt_image_1_5__000371.jpg,1,modificate,,ds5__raw_vale_id__modificate__carne__marcio__gpt_image_1_5__000371.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001672.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001672.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000920.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000920.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000531.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000531.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__pizza__bruciato__gpt_image_1_mini__000702.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__pizza__bruciato__gpt_image_1_mini__000702.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000425.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000425.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001661.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001661.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds4__platsim_whatsapp_vale_id__modificate__dessert__crudo__gpt_image_1_5__000168.jpg,1,modificate,,ds4__platsim_whatsapp_vale_id__modificate__dessert__crudo__gpt_image_1_5__000168.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000787.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__000787.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__001025.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__001025.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000704.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000704.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000494.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000494.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__000257.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__000257.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000392.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000392.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds5__raw_vale_id__originali__buono__pasta__000226.jpg,0,originali,ds5__raw_vale_id__originali__buono__pasta__000226.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001316.jpg,1,modificate,,ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001316.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000543.jpg,1,modificate,,ds5__raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000543.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001025.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001025.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_mini__001187.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_mini__001187.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__dessert__bruciato__gpt_image_1_5__000396.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__dessert__bruciato__gpt_image_1_5__000396.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds1__platsim_ar_pico_banana_9gb-V__originali__root__002201.jpg,0,originali,ds1__platsim_ar_pico_banana_9gb-V__originali__root__002201.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__cattivo__altro__altro__001026.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__cattivo__altro__altro__001026.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000541.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__pasta__crudo__gpt_image_1_5__000541.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds6__whatsapp_vale_id__originali__buono__dessert__000067.jpeg,0,originali,ds6__whatsapp_vale_id__originali__buono__dessert__000067.jpeg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__carne__bruciato__gpt_image_1_mini__000323.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__carne__bruciato__gpt_image_1_mini__000323.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds6__whatsapp_vale_id__originali__buono__riso_paella__000163.jpeg,0,originali,ds6__whatsapp_vale_id__originali__buono__riso_paella__000163.jpeg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_mini__001218.jpg,1,modificate,,ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_mini__001218.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds3__platsim_raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000224.jpg,1,modificate,,ds3__platsim_raw_vale_id__modificate__altro__marcio__gpt_image_1_mini__000224.jpg,,
/content/tmp_merged_datasets/merged_training_dataset/originali/ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000412.jpg,0,originali,ds2__exp_3_augmented_v6.2_noK__originali__buono__carne__000412.jpg,,,
/content/tmp_merged_datasets/merged_training_dataset/modificate/ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_5__000161.jpg,1,modificate,,ds5__raw_vale_id__modificate__altro__marcio__gpt_image_1_5__000161.jpg,,
